RAJ2000	DEJ2000
01 33 33.61	+30 35 36.9
01 33 33.63	+30 35 50.0
01 33 33.71	+30 40 04.4
01 33 33.73	+30 38 55.1
01 33 33.74	+30 08 32.9
01 33 33.77	+30 08 38.5
01 33 33.79	+30 34 03.0
01 33 33.83	+30 51 06.0
01 33 33.86	+30 33 15.5
01 33 33.89	+30 33 48.8
01 33 33.92	+30 41 48.2
01 33 33.93	+30 35 20.8
01 33 33.95	+30 28 37.8
01 33 33.95	+30 38 28.6
01 33 34.00	+30 37 40.4
01 33 34.00	+30 45 55.6
01 33 34.01	+30 30 18.8
01 33 34.02	+30 15 57.4
01 33 34.06	+30 52 23.4
01 33 34.10	+30 33 48.6
01 33 34.10	+31 03 43.7
01 33 34.14	+30 52 20.3
01 33 34.17	+30 35 51.5
01 33 34.19	+30 34 00.2
01 33 34.28	+30 33 49.7
01 33 34.31	+30 50 37.5
01 33 34.34	+30 41 01.7
01 33 34.34	+30 34 59.7
01 33 34.34	+30 32 31.1
01 33 34.35	+30 36 01.4
01 33 34.35	+30 48 24.0
01 33 34.41	+30 19 24.3
01 33 34.43	+30 17 02.5
01 33 34.44	+31 09 16.7
01 33 34.45	+30 20 25.6
01 33 34.48	+30 21 31.4
01 33 34.49	+30 33 54.8
01 33 34.51	+30 20 30.8
01 33 34.65	+30 55 42.4
01 33 34.66	+30 48 13.6
01 33 34.69	+30 34 19.9
01 33 34.71	+30 34 51.7
01 33 34.74	+30 46 07.6
01 33 34.78	+30 30 47.2
01 33 34.78	+30 32 27.7
01 33 34.78	+31 22 28.5
01 33 34.80	+30 20 29.1
01 33 34.86	+31 02 50.2
01 33 34.90	+30 02 43.6
01 33 34.93	+30 39 48.3
01 33 34.93	+30 36 30.7
01 33 34.95	+30 30 58.8
01 33 34.99	+30 20 00.2
01 33 35.00	+30 35 50.7
01 33 35.04	+30 53 13.1
01 33 35.08	+31 27 11.8
01 33 35.09	+30 32 49.5
01 33 35.16	+30 33 15.5
01 33 35.16	+30 37 25.6
01 33 35.17	+30 26 46.7
01 33 35.18	+30 23 27.9
01 33 35.19	+30 30 40.8
01 33 35.20	+30 46 05.9
01 33 35.23	+30 34 57.8
01 33 35.27	+30 35 00.1
01 33 35.30	+30 43 20.7
01 33 35.30	+30 31 22.8
01 33 35.37	+30 39 36.2
01 33 35.44	+30 20 35.2
01 33 35.45	+30 41 56.3
01 33 35.47	+30 33 25.9
01 33 35.47	+30 30 51.4
01 33 35.47	+30 36 00.3
01 33 35.48	+30 30 15.4
01 33 35.48	+30 34 03.5
01 33 35.49	+30 31 23.5
01 33 35.49	+30 19 14.5
01 33 35.50	+30 35 55.2
01 33 35.51	+30 32 57.1
01 33 35.52	+30 27 51.5
01 33 35.53	+30 37 10.1
01 33 35.59	+30 37 53.4
01 33 35.63	+30 18 09.8
01 33 35.63	+30 38 11.2
01 33 35.63	+30 35 18.2
01 33 35.68	+30 42 19.4
01 33 35.68	+30 35 28.6
01 33 35.69	+30 43 21.3
01 33 35.74	+30 29 29.7
01 33 35.76	+31 12 29.5
01 33 35.78	+30 34 11.5
01 33 35.80	+30 38 32.7
01 33 35.81	+31 28 35.3
01 33 35.83	+30 30 48.6
01 33 35.84	+30 34 21.3
01 33 35.85	+30 34 52.5
01 33 35.86	+30 38 21.6
01 33 35.86	+30 30 56.6
01 33 35.87	+30 33 44.3
01 33 35.89	+31 31 27.6
01 33 35.91	+30 47 26.7
01 33 35.93	+30 34 30.3
01 33 35.93	+30 18 29.0
01 33 35.93	+30 38 26.6
01 33 35.94	+30 33 00.5
01 33 35.95	+30 34 24.9
01 33 35.95	+30 19 32.2
01 33 35.96	+30 28 10.0
01 33 35.97	+30 35 24.2
01 33 35.98	+30 34 26.7
01 33 35.99	+30 35 41.1
01 33 36.00	+30 33 10.6
01 33 36.05	+30 33 52.1
01 33 36.07	+30 44 53.3
01 33 36.08	+30 50 42.3
01 33 36.14	+30 36 46.7
01 33 36.17	+30 29 25.8
01 33 36.17	+30 20 28.8
01 33 36.20	+30 28 48.5
01 33 36.21	+30 23 23.5
01 33 36.21	+30 31 06.6
01 33 36.22	+30 21 16.0
01 33 36.22	+30 18 38.7
01 33 36.24	+30 22 13.7
01 33 36.24	+30 33 14.5
01 33 36.27	+30 31 30.1
01 33 36.27	+30 34 05.0
01 33 36.28	+30 43 56.3
01 33 36.31	+30 40 17.0
01 33 36.32	+30 45 30.4
01 33 36.36	+30 19 26.4
01 33 36.38	+30 38 42.6
01 33 36.38	+30 35 30.7
01 33 36.39	+30 33 15.6
01 33 36.44	+30 34 44.6
01 33 36.45	+30 21 52.3
01 33 36.47	+30 20 13.6
01 33 36.51	+30 48 16.4
01 33 36.52	+30 17 48.9
01 33 36.59	+30 45 15.5
01 33 36.59	+31 27 05.5
01 33 36.61	+30 35 32.1
01 33 36.67	+30 18 29.0
01 33 36.70	+30 27 07.8
01 33 36.70	+30 38 56.7
01 33 36.74	+30 50 43.5
01 33 36.74	+30 23 06.3
01 33 36.77	+30 28 52.2
01 33 36.77	+30 34 14.8
01 33 36.78	+30 37 50.8
01 33 36.81	+30 35 16.0
01 33 36.82	+30 20 50.6
01 33 36.82	+30 36 58.8
01 33 36.83	+30 42 48.4
01 33 36.85	+30 33 08.8
01 33 36.88	+30 49 14.7
01 33 36.88	+30 40 06.4
01 33 36.91	+30 30 13.8
01 33 36.94	+30 37 11.7
01 33 36.98	+30 45 39.4
01 33 36.99	+30 45 16.8
01 33 37.00	+30 32 36.7
01 33 37.02	+30 20 21.2
01 33 37.02	+30 37 27.9
01 33 37.03	+30 36 46.4
01 33 37.03	+30 40 12.5
01 33 37.05	+30 40 26.6
01 33 37.08	+31 04 56.1
01 33 37.12	+30 33 08.7
01 33 37.14	+30 20 38.2
01 33 37.17	+30 59 52.3
01 33 37.19	+30 38 20.8
01 33 37.22	+30 46 02.0
01 33 37.24	+30 47 26.3
01 33 37.26	+30 40 27.2
01 33 37.30	+30 36 40.8
01 33 37.31	+30 33 46.7
01 33 37.32	+30 41 17.9
01 33 37.36	+30 52 00.2
01 33 37.37	+30 31 00.8
01 33 37.37	+30 47 02.9
01 33 37.39	+30 33 54.0
01 33 37.40	+30 38 58.9
01 33 37.42	+30 33 29.3
01 33 37.42	+30 47 22.5
01 33 37.45	+30 34 04.3
01 33 37.52	+30 30 29.2
01 33 37.53	+30 33 52.8
01 33 37.56	+30 33 44.6
01 33 37.60	+30 51 21.7
01 33 37.61	+30 41 30.6
01 33 37.62	+30 18 06.3
01 33 37.63	+30 25 42.1
01 33 37.66	+30 48 02.6
01 33 37.66	+30 33 18.1
01 33 37.69	+30 35 25.8
01 33 37.76	+30 48 59.7
01 33 37.77	+30 21 55.1
01 33 37.79	+30 20 44.2
01 33 37.81	+30 40 12.6
01 33 37.81	+31 10 27.9
01 33 37.81	+31 11 13.0
01 33 37.84	+30 31 24.5
01 33 37.85	+30 27 10.3
01 33 37.86	+30 29 11.1
01 33 37.87	+30 49 07.5
01 33 37.88	+30 43 53.3
01 33 37.89	+30 41 26.3
01 33 37.93	+30 51 18.0
01 33 37.95	+30 37 59.0
01 33 37.96	+30 35 40.3
01 33 37.99	+30 32 35.8
01 33 38.03	+30 30 33.1
01 33 38.03	+30 35 14.8
01 33 38.12	+30 18 59.3
01 33 38.17	+30 17 45.3
01 33 38.24	+31 11 04.8
01 33 38.26	+30 22 29.7
01 33 38.28	+30 31 05.0
01 33 38.31	+30 47 05.1
01 33 38.32	+30 31 48.3
01 33 38.33	+30 56 32.8
01 33 38.36	+30 53 16.9
01 33 38.36	+30 18 50.4
01 33 38.39	+30 32 50.9
01 33 38.39	+30 06 40.4
01 33 38.41	+30 32 45.6
01 33 38.48	+30 32 58.0
01 33 38.51	+30 36 53.0
01 33 38.53	+30 23 26.0
01 33 38.54	+31 11 03.7
01 33 38.55	+30 28 19.0
01 33 38.61	+30 31 08.8
01 33 38.63	+30 31 30.7
01 33 38.65	+30 48 58.1
01 33 38.67	+30 29 02.2
01 33 38.68	+30 48 27.5
01 33 38.68	+30 54 51.2
01 33 38.69	+30 26 32.1
01 33 38.69	+30 34 50.7
01 33 38.72	+30 35 41.9
01 33 38.73	+30 20 13.2
01 33 38.73	+31 02 26.7
01 33 38.74	+30 35 32.7
01 33 38.75	+30 31 36.0
01 33 38.76	+30 13 57.4
01 33 38.80	+30 25 50.5
01 33 38.82	+31 03 17.9
01 33 38.86	+30 22 34.1
01 33 38.86	+30 26 09.5
01 33 38.86	+30 31 16.0
01 33 38.88	+30 32 04.3
01 33 38.89	+30 36 52.8
01 33 38.89	+30 30 15.0
01 33 38.91	+30 31 54.9
01 33 38.91	+30 21 01.5
01 33 38.93	+30 37 29.6
01 33 38.93	+30 38 28.9
01 33 38.93	+30 34 21.6
01 33 38.94	+30 25 43.2
01 33 38.94	+30 35 05.9
01 33 39.00	+30 48 55.2
01 33 39.00	+30 31 40.8
01 33 39.00	+30 38 32.5
01 33 39.00	+30 43 40.7
01 33 39.01	+30 47 40.9
01 33 39.02	+30 33 31.5
01 33 39.09	+30 42 10.8
01 33 39.11	+30 22 11.3
01 33 39.13	+30 42 51.4
01 33 39.13	+31 31 18.2
01 33 39.15	+30 21 54.0
01 33 39.17	+30 35 47.7
01 33 39.21	+30 46 30.7
01 33 39.21	+30 44 15.5
01 33 39.22	+30 22 29.8
01 33 39.22	+30 43 50.9
01 33 39.24	+30 31 15.6
01 33 39.25	+30 30 49.4
01 33 39.27	+30 42 15.2
01 33 39.27	+30 59 09.6
01 33 39.28	+30 36 06.7
01 33 39.29	+30 30 44.3
01 33 39.29	+30 35 25.1
01 33 39.30	+30 37 06.8
01 33 39.33	+30 42 24.8
01 33 39.34	+30 35 12.8
01 33 39.35	+30 35 23.2
01 33 39.35	+30 34 34.6
01 33 39.35	+30 38 10.9
01 33 39.39	+30 13 26.4
01 33 39.41	+30 32 06.8
01 33 39.43	+30 34 53.8
01 33 39.44	+30 21 10.8
01 33 39.44	+30 21 13.0
01 33 39.46	+31 10 48.4
01 33 39.47	+30 43 16.5
01 33 39.47	+30 22 32.9
01 33 39.47	+30 36 48.0
01 33 39.50	+30 35 35.6
01 33 39.52	+30 45 47.2
01 33 39.52	+30 31 44.4
01 33 39.54	+30 22 24.5
01 33 39.56	+30 34 57.3
01 33 39.57	+30 50 31.3
01 33 39.60	+30 34 18.6
01 33 39.61	+30 35 00.5
01 33 39.64	+30 11 32.7
01 33 39.65	+30 36 11.4
01 33 39.68	+30 28 33.9
01 33 39.68	+30 31 06.5
01 33 39.69	+30 38 27.7
01 33 39.69	+30 35 40.5
01 33 39.69	+30 30 03.9
01 33 39.73	+30 35 05.5
01 33 39.74	+30 40 32.2
01 33 39.75	+30 42 14.2
01 33 39.76	+30 35 32.7
01 33 39.78	+30 37 02.2
01 33 39.79	+30 50 43.4
01 33 39.82	+30 44 07.7
01 33 39.84	+30 39 32.2
01 33 39.84	+30 32 19.4
01 33 39.87	+31 25 21.9
01 33 39.87	+30 46 33.6
01 33 39.89	+30 35 14.8
01 33 39.90	+30 31 27.8
01 33 39.90	+30 35 52.8
01 33 39.91	+30 32 01.3
01 33 39.91	+30 38 26.3
01 33 39.95	+30 49 42.7
01 33 39.97	+30 34 58.4
01 33 39.99	+30 34 50.1
01 33 40.00	+30 43 40.2
01 33 40.00	+30 18 27.7
01 33 40.01	+30 35 50.3
01 33 40.07	+30 42 47.7
01 33 40.08	+30 20 27.9
01 33 40.12	+30 38 23.2
01 33 40.13	+30 32 12.7
01 33 40.13	+30 34 47.1
01 33 40.14	+30 34 40.8
01 33 40.16	+30 38 12.9
01 33 40.17	+30 14 14.1
01 33 40.18	+30 31 30.7
01 33 40.18	+30 36 01.7
01 33 40.19	+30 50 15.0
01 33 40.19	+30 37 22.6
01 33 40.19	+29 58 11.5
01 33 40.20	+30 32 16.0
01 33 40.25	+30 14 59.9
01 33 40.26	+30 44 12.2
01 33 40.27	+30 48 55.0
01 33 40.30	+30 50 10.7
01 33 40.31	+30 42 41.1
01 33 40.33	+31 17 32.9
01 33 40.33	+30 30 14.6
01 33 40.33	+30 36 36.5
01 33 40.36	+30 21 25.4
01 33 40.36	+30 31 08.0
01 33 40.37	+30 35 22.9
01 33 40.37	+30 31 31.3
01 33 40.37	+30 32 17.2
01 33 40.39	+30 21 17.3
01 33 40.40	+30 35 10.7
01 33 40.41	+30 34 39.2
01 33 40.45	+30 38 12.1
01 33 40.45	+30 35 59.5
01 33 40.45	+30 30 23.8
01 33 40.45	+30 35 53.2
01 33 40.45	+30 35 43.1
01 33 40.48	+30 27 54.6
01 33 40.54	+30 32 50.9
01 33 40.56	+30 51 05.0
01 33 40.56	+30 25 29.1
01 33 40.58	+30 35 01.1
01 33 40.59	+30 41 00.7
01 33 40.60	+30 34 57.6
01 33 40.61	+30 49 45.9
01 33 40.62	+30 43 18.6
01 33 40.65	+30 40 34.1
01 33 40.65	+30 36 07.6
01 33 40.66	+30 37 42.2
01 33 40.67	+30 33 36.1
01 33 40.69	+30 43 42.9
01 33 40.69	+30 40 42.4
01 33 40.72	+30 35 36.1
01 33 40.73	+30 20 20.1
01 33 40.73	+30 41 11.4
01 33 40.74	+30 35 30.2
01 33 40.75	+30 21 08.7
01 33 40.75	+30 42 15.0
01 33 40.76	+30 42 48.4
01 33 40.77	+30 22 50.8
01 33 40.78	+30 31 57.3
01 33 40.78	+30 32 36.2
01 33 40.81	+30 44 13.2
01 33 40.83	+30 43 28.5
01 33 40.85	+30 38 20.3
01 33 40.85	+30 55 57.2
01 33 40.86	+30 33 04.7
01 33 40.87	+30 32 21.0
01 33 40.87	+30 34 55.9
01 33 40.87	+30 42 59.6
01 33 40.87	+30 54 07.1
01 33 40.89	+30 34 50.6
01 33 40.90	+30 35 24.7
01 33 40.93	+30 35 45.2
01 33 40.93	+30 51 54.7
01 33 40.96	+30 17 27.7
01 33 40.97	+30 42 48.6
01 33 40.99	+30 21 04.0
01 33 41.01	+30 35 47.7
01 33 41.05	+30 38 15.2
01 33 41.06	+30 38 56.1
01 33 41.07	+30 06 38.8
01 33 41.09	+30 40 35.3
01 33 41.10	+30 38 21.5
01 33 41.13	+30 31 25.3
01 33 41.14	+30 43 31.7
01 33 41.15	+30 32 30.2
01 33 41.18	+30 22 14.5
01 33 41.19	+30 35 39.6
01 33 41.19	+30 36 07.1
01 33 41.22	+30 28 08.5
01 33 41.22	+30 25 38.2
01 33 41.29	+31 15 43.4
01 33 41.29	+30 36 44.4
01 33 41.32	+30 40 48.7
01 33 41.33	+30 39 44.0
01 33 41.34	+30 36 01.2
01 33 41.37	+30 38 23.5
01 33 41.42	+30 25 26.3
01 33 41.44	+30 35 42.1
01 33 41.46	+30 36 10.4
01 33 41.46	+30 51 10.7
01 33 41.47	+30 17 30.4
01 33 41.49	+30 32 45.2
01 33 41.51	+30 24 21.3
01 33 41.52	+30 31 17.2
01 33 41.53	+30 34 26.6
01 33 41.55	+30 35 06.2
01 33 41.55	+30 54 37.9
01 33 41.56	+30 20 31.0
01 33 41.57	+30 25 05.8
01 33 41.57	+30 54 46.4
01 33 41.59	+30 38 15.1
01 33 41.61	+30 32 35.2
01 33 41.62	+30 21 04.8
01 33 41.65	+30 23 02.9
01 33 41.66	+30 28 12.7
01 33 41.67	+30 43 48.3
01 33 41.67	+30 22 57.2
01 33 41.67	+30 23 51.5
01 33 41.71	+30 30 40.1
01 33 41.73	+30 35 48.1
01 33 41.78	+30 35 31.6
01 33 41.81	+30 31 31.2
01 33 41.81	+30 29 32.4
01 33 41.81	+30 40 20.7
01 33 41.83	+30 37 13.5
01 33 41.84	+30 45 16.6
01 33 41.87	+30 59 21.4
01 33 41.88	+30 20 38.0
01 33 41.88	+30 32 31.8
01 33 41.90	+29 57 24.1
01 33 41.93	+30 42 56.6
01 33 41.94	+30 44 39.6
01 33 41.95	+30 21 01.9
01 33 41.95	+30 36 03.3
01 33 41.95	+30 38 56.6
01 33 42.00	+30 49 04.9
01 33 42.01	+30 27 34.5
01 33 42.03	+30 22 32.1
01 33 42.03	+30 38 20.1
01 33 42.05	+30 36 35.1
01 33 42.07	+30 31 22.7
01 33 42.07	+29 56 53.8
01 33 42.09	+30 51 13.0
01 33 42.13	+30 47 34.4
01 33 42.14	+30 24 26.3
01 33 42.14	+30 19 46.5
01 33 42.15	+30 36 19.0
01 33 42.16	+30 21 17.6
01 33 42.17	+30 02 11.3
01 33 42.21	+30 40 21.3
01 33 42.21	+30 13 52.5
01 33 42.28	+30 35 42.3
01 33 42.28	+30 30 08.5
01 33 42.30	+30 36 58.5
01 33 42.32	+30 34 15.2
01 33 42.32	+30 36 08.2
01 33 42.35	+30 49 51.7
01 33 42.38	+30 43 03.4
01 33 42.40	+30 35 46.1
01 33 42.41	+30 44 39.4
01 33 42.42	+30 45 58.5
01 33 42.43	+30 41 32.8
01 33 42.44	+30 34 36.0
01 33 42.46	+30 43 59.6
01 33 42.47	+30 32 22.3
01 33 42.47	+30 50 39.6
01 33 42.47	+30 27 48.3
01 33 42.49	+30 51 23.8
01 33 42.50	+30 56 52.3
01 33 42.51	+30 53 09.6
01 33 42.54	+30 42 26.0
01 33 42.56	+30 37 58.8
01 33 42.57	+30 41 00.6
01 33 42.57	+30 30 56.2
01 33 42.58	+30 21 01.9
01 33 42.58	+30 34 16.3
01 33 42.58	+30 35 34.5
01 33 42.61	+31 09 24.4
01 33 42.62	+30 16 05.3
01 33 42.65	+31 03 21.9
01 33 42.66	+30 43 07.8
01 33 42.72	+30 42 19.9
01 33 42.76	+30 45 10.9
01 33 42.76	+30 40 56.0
01 33 42.80	+30 22 30.3
01 33 42.81	+30 36 36.7
01 33 42.81	+30 54 47.2
01 33 42.82	+30 21 13.9
01 33 42.84	+30 43 46.5
01 33 42.87	+30 22 24.9
01 33 42.87	+30 32 34.4
01 33 42.88	+30 35 47.2
01 33 42.91	+30 38 47.6
01 33 42.92	+30 42 20.8
01 33 42.93	+30 21 15.2
01 33 42.97	+30 27 19.9
01 33 42.97	+30 47 19.3
01 33 42.98	+30 23 12.0
01 33 42.99	+30 38 29.3
01 33 43.00	+30 42 18.0
01 33 43.00	+30 34 33.4
01 33 43.01	+30 54 19.8
01 33 43.02	+30 41 08.5
01 33 43.02	+30 42 23.0
01 33 43.03	+30 43 56.4
01 33 43.06	+30 44 21.8
01 33 43.08	+30 01 07.6
01 33 43.10	+30 52 37.0
01 33 43.13	+30 49 53.9
01 33 43.13	+30 44 46.1
01 33 43.16	+30 21 17.3
01 33 43.18	+30 32 32.8
01 33 43.19	+30 33 38.0
01 33 43.20	+30 35 47.6
01 33 43.20	+30 35 43.9
01 33 43.21	+30 31 40.7
01 33 43.27	+30 34 50.9
01 33 43.27	+30 33 18.7
01 33 43.27	+30 51 54.6
01 33 43.31	+30 34 37.9
01 33 43.31	+30 26 56.6
01 33 43.33	+30 36 59.1
01 33 43.34	+30 53 53.5
01 33 43.38	+30 41 40.0
01 33 43.40	+30 32 18.7
01 33 43.40	+30 44 51.6
01 33 43.44	+30 29 38.2
01 33 43.45	+30 45 31.3
01 33 43.49	+30 42 17.8
01 33 43.49	+30 31 51.6
01 33 43.50	+30 40 56.9
01 33 43.53	+30 41 35.6
01 33 43.55	+30 33 03.1
01 33 43.56	+30 33 46.8
01 33 43.57	+30 44 06.8
01 33 43.57	+30 32 15.1
01 33 43.58	+30 19 19.9
01 33 43.59	+30 23 05.2
01 33 43.61	+30 34 52.4
01 33 43.62	+30 21 22.1
01 33 43.66	+30 44 50.5
01 33 43.66	+29 49 15.2
01 33 43.67	+30 25 40.6
01 33 43.67	+30 22 48.3
01 33 43.68	+30 50 47.1
01 33 43.68	+30 32 58.5
01 33 43.68	+30 49 28.5
01 33 43.69	+30 41 57.1
01 33 43.69	+30 31 58.6
01 33 43.71	+30 35 36.3
01 33 43.73	+30 34 41.2
01 33 43.74	+30 32 53.2
01 33 43.74	+30 20 13.9
01 33 43.76	+30 31 50.5
01 33 43.76	+30 35 21.3
01 33 43.76	+30 32 27.7
01 33 43.78	+30 30 54.1
01 33 43.78	+30 39 28.5
01 33 43.79	+30 40 02.5
01 33 43.83	+30 44 26.7
01 33 43.84	+30 38 16.2
01 33 43.86	+30 32 21.2
01 33 43.87	+30 44 29.0
01 33 43.89	+30 24 55.6
01 33 43.90	+30 40 26.4
01 33 43.91	+30 32 24.6
01 33 43.91	+30 46 42.9
01 33 43.92	+30 40 09.1
01 33 43.92	+30 38 20.3
01 33 43.93	+30 52 13.7
01 33 43.93	+30 35 41.5
01 33 43.97	+30 41 38.2
01 33 43.99	+29 49 05.7
01 33 43.99	+30 25 09.9
01 33 44.01	+30 41 32.4
01 33 44.05	+30 44 25.1
01 33 44.09	+30 22 51.5
01 33 44.09	+30 32 34.7
01 33 44.11	+30 37 51.5
01 33 44.17	+30 29 13.2
01 33 44.18	+30 42 08.2
01 33 44.18	+30 35 51.9
01 33 44.18	+30 19 39.8
01 33 44.18	+30 40 42.0
01 33 44.19	+30 41 18.3
01 33 44.20	+30 49 31.2
01 33 44.23	+30 43 46.5
01 33 44.24	+30 39 23.0
01 33 44.24	+31 08 43.4
01 33 44.26	+30 42 20.5
01 33 44.26	+30 56 05.7
01 33 44.27	+30 34 48.2
01 33 44.30	+30 36 35.9
01 33 44.31	+30 31 56.9
01 33 44.31	+30 23 59.5
01 33 44.35	+30 31 48.7
01 33 44.35	+30 31 51.0
01 33 44.37	+30 22 02.9
01 33 44.39	+30 42 10.4
01 33 44.39	+30 32 27.8
01 33 44.44	+30 33 17.5
01 33 44.44	+30 48 50.9
01 33 44.45	+30 28 02.9
01 33 44.45	+30 31 16.3
01 33 44.46	+30 40 24.0
01 33 44.47	+30 40 14.5
01 33 44.49	+30 39 26.4
01 33 44.49	+30 36 43.3
01 33 44.50	+30 49 05.1
01 33 44.50	+30 39 40.1
01 33 44.51	+30 39 18.6
01 33 44.53	+30 46 48.4
01 33 44.53	+30 36 20.1
01 33 44.53	+30 51 34.6
01 33 44.56	+30 21 17.7
01 33 44.56	+30 32 03.5
01 33 44.56	+30 36 36.4
01 33 44.56	+30 39 44.5
01 33 44.57	+30 37 55.3
01 33 44.61	+30 40 25.6
01 33 44.64	+30 24 00.2
01 33 44.65	+30 27 56.0
01 33 44.65	+30 44 33.2
01 33 44.66	+30 16 58.7
01 33 44.66	+30 42 04.8
01 33 44.67	+30 42 49.1
01 33 44.69	+30 38 31.1
01 33 44.69	+30 18 15.7
01 33 44.71	+30 21 19.1
01 33 44.73	+30 32 40.7
01 33 44.73	+30 33 35.9
01 33 44.75	+30 43 03.2
01 33 44.75	+30 25 42.8
01 33 44.76	+30 41 15.7
01 33 44.77	+30 40 34.8
01 33 44.77	+30 45 47.5
01 33 44.78	+30 51 24.8
01 33 44.80	+30 31 01.5
01 33 44.80	+30 23 04.3
01 33 44.82	+30 39 17.4
01 33 44.83	+30 24 13.9
01 33 44.84	+30 43 15.1
01 33 44.84	+30 33 01.5
01 33 44.86	+30 44 59.9
01 33 44.93	+30 43 41.8
01 33 44.96	+30 36 02.4
01 33 44.96	+30 40 14.2
01 33 44.96	+30 43 32.2
01 33 44.97	+30 33 02.4
01 33 44.98	+30 43 35.9
01 33 44.98	+30 21 05.0
01 33 44.99	+30 43 59.3
01 33 45.02	+30 00 59.5
01 33 45.04	+30 32 52.7
01 33 45.04	+30 22 50.2
01 33 45.05	+30 56 13.1
01 33 45.05	+30 32 55.1
01 33 45.09	+30 51 50.3
01 33 45.11	+30 39 09.6
01 33 45.11	+31 31 27.1
01 33 45.11	+30 22 16.6
01 33 45.11	+30 16 32.5
01 33 45.12	+30 22 32.8
01 33 45.12	+30 36 06.4
01 33 45.13	+30 43 08.7
01 33 45.13	+30 56 09.6
01 33 45.17	+30 54 41.9
01 33 45.17	+30 44 27.1
01 33 45.18	+30 31 38.1
01 33 45.18	+30 48 47.9
01 33 45.20	+30 41 07.2
01 33 45.21	+30 33 03.1
01 33 45.21	+30 34 44.3
01 33 45.21	+30 38 35.3
01 33 45.23	+30 22 56.2
01 33 45.23	+30 41 27.6
01 33 45.23	+31 27 25.4
01 33 45.25	+30 38 13.7
01 33 45.26	+30 34 25.0
01 33 45.28	+30 40 59.9
01 33 45.29	+30 43 58.5
01 33 45.32	+30 33 45.2
01 33 45.33	+30 43 24.3
01 33 45.34	+30 50 26.9
01 33 45.34	+31 30 03.4
01 33 45.35	+30 36 43.0
01 33 45.41	+31 10 13.9
01 33 45.43	+30 48 06.1
01 33 45.46	+30 19 11.1
01 33 45.48	+30 41 26.3
01 33 45.49	+30 31 29.3
01 33 45.51	+30 42 38.2
01 33 45.52	+30 40 03.9
01 33 45.53	+31 12 44.0
01 33 45.54	+30 39 57.0
01 33 45.56	+30 46 15.9
01 33 45.56	+30 38 05.3
01 33 45.61	+30 53 16.2
01 33 45.63	+30 44 37.3
01 33 45.63	+30 43 31.4
01 33 45.66	+30 21 57.3
01 33 45.67	+30 41 46.8
01 33 45.68	+30 36 09.5
01 33 45.68	+30 36 34.9
01 33 45.72	+30 43 53.5
01 33 45.72	+30 44 43.3
01 33 45.75	+30 46 02.0
01 33 45.76	+30 30 38.4
01 33 45.77	+30 40 57.9
01 33 45.77	+30 41 57.4
01 33 45.78	+30 38 59.0
01 33 45.78	+30 43 58.2
01 33 45.79	+30 39 08.0
01 33 45.81	+30 18 51.3
01 33 45.82	+30 22 06.3
01 33 45.85	+30 57 07.0
01 33 45.86	+30 39 12.4
01 33 45.90	+30 43 01.2
01 33 45.91	+30 35 33.5
01 33 45.91	+30 35 55.1
01 33 45.92	+30 46 04.0
01 33 46.00	+30 42 19.6
01 33 46.00	+30 12 25.0
01 33 46.10	+30 00 12.1
01 33 46.11	+30 40 32.1
01 33 46.12	+31 12 31.1
01 33 46.13	+30 31 20.9
01 33 46.14	+30 45 30.4
01 33 46.17	+30 17 01.5
01 33 46.17	+30 39 19.3
01 33 46.20	+30 52 01.7
01 33 46.22	+30 38 03.5
01 33 46.22	+30 42 28.3
01 33 46.23	+30 42 45.8
01 33 46.24	+30 38 54.2
01 33 46.25	+30 34 56.0
01 33 46.25	+30 36 33.0
01 33 46.27	+30 19 45.6
01 33 46.29	+30 28 01.2
01 33 46.31	+30 14 55.8
01 33 46.36	+31 29 33.3
01 33 46.40	+30 39 21.4
01 33 46.44	+30 44 41.9
01 33 46.48	+30 32 44.9
01 33 46.51	+30 43 30.7
01 33 46.53	+30 31 57.7
01 33 46.53	+30 53 31.3
01 33 46.53	+31 06 44.5
01 33 46.54	+30 36 35.8
01 33 46.54	+30 50 44.2
01 33 46.56	+30 42 00.0
01 33 46.57	+30 41 25.3
01 33 46.58	+30 42 21.3
01 33 46.59	+30 34 47.0
01 33 46.59	+30 39 16.5
01 33 46.60	+30 22 05.1
01 33 46.60	+30 33 07.9
01 33 46.63	+30 34 23.1
01 33 46.63	+30 45 23.5
01 33 46.64	+30 22 27.2
01 33 46.65	+30 49 42.6
01 33 46.69	+30 51 24.8
01 33 46.70	+31 29 12.0
01 33 46.70	+30 42 21.2
01 33 46.71	+30 32 18.0
01 33 46.74	+30 22 41.1
01 33 46.76	+30 35 59.3
01 33 46.76	+30 23 12.8
01 33 46.77	+30 37 13.9
01 33 46.78	+30 26 16.7
01 33 46.78	+30 38 40.9
01 33 46.79	+30 01 51.6
01 33 46.80	+30 20 13.7
01 33 46.80	+30 41 24.2
01 33 46.81	+30 36 55.6
01 33 46.82	+31 14 41.1
01 33 46.83	+31 14 18.8
01 33 46.85	+30 27 21.4
01 33 46.86	+30 24 17.8
01 33 46.87	+30 39 57.5
01 33 46.88	+30 44 51.1
01 33 46.90	+30 39 40.5
01 33 46.90	+30 33 07.9
01 33 46.93	+30 42 33.7
01 33 46.94	+30 38 08.3
01 33 46.95	+30 44 38.7
